USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  40572 22328 ?        Ss   Jun09   0:05 /usr/lib/systemd/systemd --switched-root --system --deserialize=55 rhgb
root          47  0.0  0.0      0     0 ?        S    Jun09   0:00 [cpuhp/5]
root          48  0.0  0.0      0     0 ?        S    Jun09   0:00 [idle_inject/5]
root          49  0.0  0.0      0     0 ?        S    Jun09   0:02 [migration/5]
root          50  0.0  0.0      0     0 ?        S    Jun09   0:00 [ksoftirqd/5]
root          52  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/5:0H-kblockd]
root          53  0.0  0.0      0     0 ?        S    Jun09   0:00 [cpuhp/6]
root          54  0.0  0.0      0     0 ?        S    Jun09   0:00 [idle_inject/6]
root          55  0.0  0.0      0     0 ?        S    Jun09   0:02 [migration/6]
root          56  0.0  0.0      0     0 ?        S    Jun09   0:00 [ksoftirqd/6]
root          58  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/6:0H-kblockd]
root          59  0.0  0.0      0     0 ?        S    Jun09   0:00 [cpuhp/7]
root          60  0.0  0.0      0     0 ?        S    Jun09   0:00 [idle_inject/7]
root          61  0.0  0.0      0     0 ?        S    Jun09   0:02 [migration/7]
root          62  0.0  0.0      0     0 ?        S    Jun09   0:00 [ksoftirqd/7]
root          64  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/7:0H-kblockd]
root          65  0.0  0.0      0     0 ?        S    Jun09   0:00 [cpuhp/8]
root          66  0.0  0.0      0     0 ?        S    Jun09   0:00 [idle_inject/8]
root          67  0.0  0.0      0     0 ?        S    Jun09   0:00 [migration/8]
root          68  0.0  0.0      0     0 ?        S    Jun09   0:00 [ksoftirqd/8]
root          70  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/8:0H-kblockd]
root          71  0.0  0.0      0     0 ?        S    Jun09   0:00 [cpuhp/9]
root          72  0.0  0.0      0     0 ?        S    Jun09   0:00 [idle_inject/9]
root          73  0.0  0.0      0     0 ?        S    Jun09   0:01 [migration/9]
root          74  0.0  0.0      0     0 ?        S    Jun09   0:00 [ksoftirqd/9]
root          76  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/9:0H-kblockd]
root          77  0.0  0.0      0     0 ?        S    Jun09   0:00 [cpuhp/10]
root          78  0.0  0.0      0     0 ?        S    Jun09   0:00 [idle_inject/10]
root          79  0.0  0.0      0     0 ?        S    Jun09   0:00 [migration/10]
root          80  0.0  0.0      0     0 ?        S    Jun09   0:00 [ksoftirqd/10]
root          82  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/10:0H-kblockd]
root          83  0.0  0.0      0     0 ?        S    Jun09   0:00 [cpuhp/11]
root          84  0.0  0.0      0     0 ?        S    Jun09   0:00 [idle_inject/11]
root          85  0.0  0.0      0     0 ?        S    Jun09   0:03 [migration/11]
root          86  0.0  0.0      0     0 ?        S    Jun09   0:00 [ksoftirqd/11]
root          88  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/11:0H-kblockd]
root          89  0.0  0.0      0     0 ?        S    Jun09   0:00 [cpuhp/12]
root          90  0.0  0.0      0     0 ?        S    Jun09   0:00 [idle_inject/12]
root          91  0.0  0.0      0     0 ?        S    Jun09   0:01 [migration/12]
root          92  0.0  0.0      0     0 ?        S    Jun09   0:00 [ksoftirqd/12]
root          94  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/12:0H-kblockd]
root          95  0.0  0.0      0     0 ?        S    Jun09   0:00 [cpuhp/13]
root          96  0.0  0.0      0     0 ?        S    Jun09   0:00 [idle_inject/13]
root          97  0.0  0.0      0     0 ?        S    Jun09   0:00 [migration/13]
root          98  0.0  0.0      0     0 ?        S    Jun09   0:00 [ksoftirqd/13]
root         100  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/13:0H-kblockd]
root         101  0.0  0.0      0     0 ?        S    Jun09   0:00 [cpuhp/14]
root         102  0.0  0.0      0     0 ?        S    Jun09   0:00 [idle_inject/14]
root         103  0.0  0.0      0     0 ?        S    Jun09   0:01 [migration/14]
root         104  0.0  0.0      0     0 ?        S    Jun09   0:00 [ksoftirqd/14]
root         106  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/14:0H-kblockd]
root         107  0.0  0.0      0     0 ?        S    Jun09   0:00 [cpuhp/15]
root         108  0.0  0.0      0     0 ?        S    Jun09   0:00 [idle_inject/15]
root         109  0.0  0.0      0     0 ?        S    Jun09   0:01 [migration/15]
root         110  0.0  0.0      0     0 ?        S    Jun09   0:00 [ksoftirqd/15]
root         112  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/15:0H-kblockd]
root         115  0.0  0.0      0     0 ?        S    Jun09   0:00 [kdevtmpfs]
root         116  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-inet_frag_wq]
root         117  0.0  0.0      0     0 ?        I    Jun09   0:00 [rcu_tasks_kthread]
root         118  0.0  0.0      0     0 ?        I    Jun09   0:00 [rcu_tasks_rude_kthread]
root         119  0.0  0.0      0     0 ?        S    Jun09   0:00 [kauditd]
root         120  0.0  0.0      0     0 ?        S    Jun09   0:00 [oom_reaper]
root         123  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-writeback]
root         124  0.0  0.0      0     0 ?        S    Jun09   0:00 [kcompactd0]
root         125  0.0  0.0      0     0 ?        SN   Jun09   0:00 [ksmd]
root         126  0.0  0.0      0     0 ?        SN   Jun09   0:00 [khugepaged]
root         127  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-kblockd]
root         128  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-blkcg_punt_bio]
root         129  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-kintegrityd]
root         130  0.0  0.0      0     0 ?        S    Jun09   0:00 [irq/9-acpi]
root         132  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-tpm_dev_wq]
root         133  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-ata_sff]
root         134  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-md_bitmap]
root         135  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-edac-poller]
root         136  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-devfreq_wq]
root         137  0.0  0.0      0     0 ?        S    Jun09   0:00 [watchdogd]
root         138  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-quota_events_unbound]
root         141  0.0  0.0      0     0 ?        I    Jun09   0:00 [kworker/10:1-mm_percpu_wq]
root         142  0.0  0.0      0     0 ?        S    Jun09   0:00 [kswapd0]
root         143  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-cryptd]
root         147  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-kthrotld]
root         149  0.0  0.0      0     0 ?        S    Jun09   0:00 [irq/25-aerdrv]
root         150  0.0  0.0      0     0 ?        S    Jun09   0:00 [irq/26-aerdrv]
root         151  0.0  0.0      0     0 ?        S    Jun09   0:00 [irq/27-aerdrv]
root         152  0.0  0.0      0     0 ?        S    Jun09   0:00 [irq/29-aerdrv]
root         153  0.0  0.0      0     0 ?        S    Jun09   0:00 [irq/30-aerdrv]
root         154  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-acpi_thermal_pm]
root         156  0.0  0.0      0     0 ?        S    Jun09   0:00 [scsi_eh_0]
root         157  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-scsi_tmf_0]
root         158  0.0  0.0      0     0 ?        S    Jun09   0:00 [scsi_eh_1]
root         159  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-scsi_tmf_1]
root         160  0.0  0.0      0     0 ?        S    Jun09   0:00 [scsi_eh_2]
root         161  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-scsi_tmf_2]
root         162  0.0  0.0      0     0 ?        S    Jun09   0:00 [scsi_eh_3]
root         163  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-scsi_tmf_3]
root         164  0.0  0.0      0     0 ?        S    Jun09   0:00 [scsi_eh_4]
root         165  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-scsi_tmf_4]
root         166  0.0  0.0      0     0 ?        S    Jun09   0:00 [scsi_eh_5]
root         167  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-scsi_tmf_5]
root         175  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-dm_bufio_cache]
root         178  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-mld]
root         179  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-ipv6_addrconf]
root         180  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-kstrp]
root         183  0.0  0.0      0     0 ?        I    Jun09   0:00 [kworker/6:1-mm_percpu_wq]
root         196  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/u68:0]
root         197  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/u69:0]
root         566  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-nvme-wq]
root         567  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-nvme-reset-wq]
root         568  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-nvme-delete-wq]
root         569  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-nvme-auth-wq]
root         575  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/2:1H-kblockd]
root         594  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-btrfs-worker]
root         595  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-btrfs-delalloc]
root         596  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-btrfs-flush_delalloc]
root         597  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-btrfs-cache]
root         598  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-btrfs-fixup]
root         599  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-btrfs-endio]
root         600  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-btrfs-endio-meta]
root         601  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-btrfs-rmw]
root         602  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-btrfs-endio-write]
root         603  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-btrfs-freespace-write]
root         604  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-btrfs-delayed-meta]
root         605  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-btrfs-qgroup-rescan]
root         606  0.0  0.0      0     0 ?        S    Jun09   0:00 [btrfs-cleaner]
root         607  0.0  0.0      0     0 ?        S    Jun09   0:13 [btrfs-transaction]
root         658  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/13:1H-kblockd]
root         660  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/12:1H-kblockd]
root         669  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/3:1H-kblockd]
root         671  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/9:1H-kblockd]
root         814  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/10:1H-kblockd]
root         815  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/8:1H-kblockd]
root         816  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/1:1H-kblockd]
root         817  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/11:1H-kblockd]
root         820  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/0:1H-kblockd]
root         825  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/15:1H-kblockd]
root         828  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/5:1H-kblockd]
root         850  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/7:1H-kblockd]
root         857  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/14:1H-kblockd]
root         859  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/6:1H-kblockd]
root         872  0.0  0.0 118224 25048 ?        Ss   Jun09   0:01 /usr/lib/systemd/systemd-journald
root         900  0.0  0.0  15276  6052 ?        Ss   Jun09   0:00 /usr/lib/systemd/systemd-userdbd
systemd+     915  0.0  0.0  32408 24584 ?        Ss   Jun09   0:08 /usr/lib/systemd/systemd-resolved
root         921  0.0  0.0  41664 15832 ?        Ss   Jun09   0:00 /usr/lib/systemd/systemd-udevd
root         924  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/4:1H-kblockd]
root         925  0.0  0.0      0     0 ?        S    Jun09   0:00 [psimon]
systemd+    1001  0.0  0.0  16016  7208 ?        Ss   Jun09   0:18 /usr/lib/systemd/systemd-oomd
root        1030  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-cfg80211]
root        1040  0.0  0.0      0     0 ?        I    Jun09   0:02 [kworker/9:2-mm_percpu_wq]
root        1057  0.0  0.0      0     0 ?        S    Jun09   0:00 [jbd2/nvme0n1p1-8]
root        1058  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-ext4-rsv-conversion]
root        1065  0.0  0.0      0     0 ?        S    Jun09   0:00 [nv_queue]
root        1066  0.0  0.0      0     0 ?        S    Jun09   0:00 [nv_mem_pool_scrubber_queue]
root        1067  0.0  0.0      0     0 ?        S    Jun09   0:00 [nv_mem_pool_scrubber_queue]
root        1068  0.0  0.0      0     0 ?        S    Jun09   0:00 [nv_mem_pool_scrubber_queue]
root        1069  0.0  0.0      0     0 ?        S    Jun09   0:00 [nv_queue]
root        1070  0.0  0.0      0     0 ?        S    Jun09   0:00 [nv_open_q]
root        1083  0.1  0.0      0     0 ?        R    Jun09   1:21 [nvidia-modeset/kthread_q]
root        1084  0.0  0.0      0     0 ?        S    Jun09   0:00 [nvidia-modeset/deferred_close_kthread_q]
root        1085  0.0  0.0      0     0 ?        S    Jun09   0:00 [irq/73-nvidia]
root        1086  0.0  0.0      0     0 ?        S    Jun09   0:00 [irq/74-nvidia]
root        1087  0.0  0.0      0     0 ?        S    Jun09   0:00 [irq/75-nvidia]
root        1088  0.0  0.0      0     0 ?        S    Jun09   0:00 [irq/76-nvidia]
root        1089  0.0  0.0      0     0 ?        S    Jun09   0:00 [irq/77-nvidia]
root        1090  0.0  0.0      0     0 ?        S    Jun09   0:00 [irq/78-nvidia]
root        1091  0.0  0.0      0     0 ?        S    Jun09   0:00 [irq/79-nvidia]
root        1092  0.0  0.0      0     0 ?        S    Jun09   0:00 [irq/80-nvidia]
root        1094  0.0  0.0      0     0 ?        S    Jun09   0:00 [nv_queue]
root        1101  0.0  0.0  29576  3400 ?        S<sl Jun09   0:00 /usr/bin/auditd
root        1103  0.0  0.0   6968  3892 ?        S<   Jun09   0:00 /usr/sbin/sedispatch
dbus        1131  0.0  0.0   9908  5396 ?        Ss   Jun09   0:00 /usr/bin/dbus-broker-launch --scope system --audit
root        1134  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-rpciod]
root        1135  0.0  0.0      0     0 ?        I<   Jun09   0:00 [kworker/R-xprtiod]
dbus        1138  0.0  0.0  10828  6828 ?        S    Jun09   0:02 dbus-broker --log 10 --controller 9 --machine-id c8a753379f14450f838443f7b707fc2b --max-bytes 536870912 --max-fds 4096 --max-matches 131072 --audit
avahi       1142  0.0  0.0   7296  5404 ?        Ss   Jun09   0:02 avahi-daemon: running [federation.local]
root        1143  0.0  0.0   9780  6156 ?        Ss   Jun09   0:00 /usr/libexec/bluetooth/bluetoothd
chrony      1146  0.0  0.0  86792  6824 ?        Ss   Jun09   0:00 /usr/sbin/chronyd -n -F 2
root        1153  0.0  0.0  81436  4336 ?        Ssl  Jun09   0:01 /usr/sbin/irqbalance
polkitd     1155  0.0  0.0 614076 15332 ?        Ssl  Jun09   0:03 /usr/lib/polkit-1/polkitd --no-debug --log-level=notice
rtkit       1157  0.0  0.0  87524  3660 ?        SNsl Jun09   0:00 /usr/libexec/rtkit-daemon
root        1159  0.0  0.0  10192  6432 ?        Ss   Jun09   0:00 /usr/bin/smartd -n -q never --capabilities=mail
root        1164  0.0  0.0 531828  7488 ?        Ssl  Jun09   0:00 /usr/libexec/switcheroo-control
root        1165  0.0  0.0  16112  8076 ?        Ss   Jun09   0:00 /usr/lib/systemd/systemd-homed
root        1166  0.0  0.0  16968  7952 ?        Ss   Jun09   0:00 /usr/lib/systemd/systemd-machined
root        1172  0.0  0.0 617904 16268 ?        Ssl  Jun09   0:00 /usr/libexec/udisks2/udisksd
root        1174  0.0  0.0 543352 11932 ?        Ssl  Jun09   0:00 /usr/libexec/upowerd
root        1205  0.0  0.0 534752  8652 ?        Ssl  Jun09   0:00 /usr/libexec/accounts-daemon
root        1207  0.0  0.0      0     0 ?        S    Jun09   0:00 [psimon]
root        1217  0.0  0.0  20244 11904 ?        Ss   Jun09   0:00 /usr/lib/systemd/systemd-logind
root        1222  0.0  0.0   5112  3488 ?        SNs  Jun09   0:00 /usr/sbin/alsactl -s -n 19 -c -E ALSA_CONFIG_PATH=/etc/alsa/alsactl.conf --initfile=/lib/alsa/init/00main rdaemon
avahi       1225  0.0  0.0   6748  1756 ?        S    Jun09   0:00 avahi-daemon: chroot helper
root        1240  0.0  0.0 555176 14936 ?        Ssl  Jun09   0:00 /usr/sbin/abrtd -d -s
root        1290  0.0  0.0 391756 13944 ?        Ssl  Jun09   0:00 /usr/bin/ModemManager
root        1293  0.0  0.1 371488 50944 ?        Ssl  Jun09   0:00 /usr/bin/python3 -sP /usr/bin/firewalld --nofork --nopid
root        1305  0.0  0.1 599132 34628 ?        Ss   Jun09   0:00 /usr/bin/abrt-dump-journal-core -D -T -f -e
root        1306  0.0  0.0 590264 31304 ?        Ss   Jun09   0:00 /usr/bin/abrt-dump-journal-oops -fxtD
root        1307  0.0  0.0 590168 26220 ?        Ss   Jun09   0:00 /usr/bin/abrt-dump-journal-xorg -fxtD
root        1364  0.0  0.0 979672 24700 ?        Ssl  Jun09   0:02 /usr/bin/NetworkManager --no-daemon
root        1384  0.0  0.0 253520 11880 ?        Ss   Jun09   0:00 /usr/bin/cupsd -l
root        1386  0.0  0.0 282984  8316 ?        Ssl  Jun09   0:00 /usr/bin/gssproxy -i
root        1393  0.0  0.0   9140  6660 ?        Ss   Jun09   0:00 sshd: /usr/sbin/sshd -D [listener] 0 of 10-100 startups
root        1394  0.0  0.1 501500 37400 ?        Ssl  Jun09   0:02 /usr/bin/python3 -Es /usr/sbin/tuned -l -P
root        1751  0.0  0.1 500072 35316 ?        Ssl  Jun09   0:01 /usr/bin/python3 -Es /usr/sbin/tuned-ppd -l
root        1774  0.0  0.0 495644 28548 ?        Ssl  Jun09   0:01 /usr/sbin/rsyslogd -n
root        1782  0.0  0.0   5284  3208 ?        Ss   Jun09   0:00 /usr/sbin/atd -f
root        1783  0.0  0.0 232776  3868 ?        Ss   Jun09   0:00 /usr/sbin/crond -n
root        1840  0.0  0.0 388540 24800 ?        Ssl  Jun09   0:00 /usr/bin/plasmalogin
root        1864  0.0  0.0 306644  7524 ?        Ssl  Jun09   0:00 /usr/libexec/uresourced
root        2016  0.0  0.0      0     0 ?        S<   Jun09   0:00 [krfcommd]
root        2074  0.0  0.0 319296 28148 ?        S    Jun09   0:00 /usr/libexec/plasmalogin-helper --socket /tmp/plasmalogin-auth-991ec550-d0cd-4042-bbc9-53c94b438ee7 --id 1 --start /usr/libexec/plasma-dbus-run-session-if-needed /usr/bin/startplasma-wayland --user tre4surehunter9
tre4sur+    2080  0.0  0.0  25828 16500 ?        Ss   Jun09   0:03 /usr/lib/systemd/systemd --user
tre4sur+    2082  0.0  0.0  16488  3220 ?        S    Jun09   0:00 (sd-pam)
tre4sur+    2103  0.0  0.0   9332  4532 ?        Ss   Jun09   0:00 /usr/bin/dbus-broker-launch --scope user
tre4sur+    2104  0.0  0.0   9116  7076 ?        S    Jun09   0:03 dbus-broker --log 11 --controller 10 --machine-id c8a753379f14450f838443f7b707fc2b --max-bytes 100000000000000 --max-fds 25000000000000 --max-matches 5000000000
tre4sur+    2107  0.0  0.4 976212 137248 ?       SLl  Jun09   0:00 /usr/bin/ksecretd --pam-login 13 14
tre4sur+    2108  0.0  0.1 613068 49468 tty2     Ssl+ Jun09   0:00 /usr/bin/startplasma-wayland
tre4sur+    2380  0.0  0.0 386396 21244 ?        Ssl  Jun09   0:00 /usr/bin/kwin_wayland_wrapper --xwayland
tre4sur+    2381  0.0  0.0 382104  9952 ?        Ssl  Jun09   0:01 /usr/libexec/uresourced --user
tre4sur+    2391  0.0  0.0 355492 31648 ?        Ssl  Jun09   0:49 /usr/bin/pipewire
tre4sur+    2393  0.0  0.1 948268 33332 ?        Ssl  Jun09   0:26 /usr/bin/wireplumber
tre4sur+    2394  0.1  0.0 356528 30944 ?        SLsl Jun09   1:12 /usr/bin/pipewire-pulse
tre4sur+    2395  0.0  0.1 268905136 38632 ?     SNsl Jun09   0:01 /usr/libexec/kf6/baloo_file
tre4sur+    2396  4.2  1.3 2011140 438324 ?      Sl   Jun09  38:13 /usr/bin/kwin_wayland --wayland-fd 7 --socket wayland-0 --xwayland-fd 8 --xwayland-fd 9 --xwayland-display :0 --xwayland-xauthority /run/user/1000/xauth_JpkcMh --xwayland
root        2453  0.0  0.0      0     0 ?        S    Jun09   0:00 [nvidia-drm/timeline-1a]
root        2454  0.0  0.0      0     0 ?        S    Jun09   0:06 [nvidia-drm/timeline-1b]
tre4sur+    2457  0.0  0.6 1358200 219080 ?      Sl   Jun09   0:05 /usr/bin/plasma-keyboard
tre4sur+    2465  0.2  0.6 499408 221280 ?       S    Jun09   1:59 /usr/bin/Xwayland :0 -auth /run/user/1000/xauth_JpkcMh -listenfd 8 -listenfd 9 -displayfd 96 -wm 99 -rootless -enable-ei-portal
root        2471  0.0  0.0      0     0 ?        S    Jun09   0:00 [nvidia-drm/timeline-1d]
root        2472  0.0  0.0      0     0 ?        S    Jun09   0:00 [nvidia-drm/timeline-1e]
tre4sur+    2487  0.0  0.0 381208  8192 ?        Ssl  Jun09   0:00 /usr/libexec/at-spi-bus-launcher
tre4sur+    2497  0.0  0.0   9200  4240 ?        S    Jun09   0:00 /usr/bin/dbus-broker-launch --config-file=/usr/share/defaults/at-spi2/accessibility.conf --scope user
tre4sur+    2501  0.0  0.0   5420  3436 ?        S    Jun09   0:00 dbus-broker --log 10 --controller 9 --machine-id c8a753379f14450f838443f7b707fc2b --max-bytes 100000000000000 --max-fds 6400000 --max-matches 5000000000
tre4sur+    2508  0.0  0.3 697896 115216 ?       Ssl  Jun09   0:00 /usr/bin/ksmserver
tre4sur+    2510  0.0  0.5 2263020 193644 ?      Ssl  Jun09   0:10 /usr/bin/kded6
root        2523  0.0  0.0      0     0 ?        S    Jun09   0:00 [nvidia-drm/timeline-23]
root        2524  0.0  0.0      0     0 ?        S    Jun09   0:00 [nvidia-drm/timeline-24]
root        2525  0.0  0.0      0     0 ?        S    Jun09   0:00 [nvidia-drm/timeline-25]
tre4sur+    2530  0.1  2.4 5868624 796260 ?      Ssl  Jun09   1:46 /usr/bin/plasmashell --no-respawn
tre4sur+    2533  0.0  0.0 168944  7760 ?        Ssl  Jun09   0:00 /usr/libexec/at-spi2-registryd --use-gnome-session
tre4sur+    2585  0.0  0.0 164212  6080 ?        Ssl  Jun09   0:00 /usr/libexec/dconf-service
root        2595  0.0  0.0      0     0 ?        S    Jun09   0:00 [nvidia-drm/timeline-27]
tre4sur+    2598  0.0  0.1 895528 48128 ?        Ssl  Jun09   0:09 /usr/libexec/kactivitymanagerd
tre4sur+    2601  0.0  0.0 463428 28864 ?        Ssl  Jun09   0:00 /usr/bin/gmenudbusmenuproxy
tre4sur+    2602  0.0  0.3 699968 115684 ?       Ssl  Jun09   0:00 /usr/bin/kaccess
tre4sur+    2603  0.0  0.5 1585036 194712 ?      Ssl  Jun09   0:00 /usr/libexec/kf6/polkit-kde-authentication-agent-1
tre4sur+    2604  0.0  0.1 1003232 61472 ?       Ssl  Jun09   0:07 /usr/libexec/org_kde_powerdevil
